0.0159028, 333.947
0.00738242, 317.752
0.187057, 341.526
0.357280, 357.314
0.534232, 370.968
0.710909, 382.513
0.895580, 389.703
0.976424, 349.991
0.975662, 370.990
0.992200, 318.771
0.999649, 286.372
1.01680, 256.765
1.02713, 228.551
1.10878, 209.923
1.31297, 217.517
1.51685, 222.742
1.75505, 222.506
1.92823, 207.258
2.09425, 190.851
2.29637, 182.586
2.52059, 182.675
2.75878, 182.348
2.97538, 177.667
3.14880, 164.295
3.30777, 147.518
3.47388, 131.829
3.65422, 117.728
3.81400, 107.221
4.00181, 96.6542
4.15484, 88.0911
4.34972, 78.0408
4.53765, 68.4557
4.72566, 59.5297
4.92775, 51.0145
5.12296, 43.5504
5.31823, 36.4509
5.52057, 29.9408
5.72301, 24.1143
5.93253, 18.8773
6.14913, 14.1957
6.36586, 10.5394
6.58972, 7.80300
6.80657, 5.01255
7.03744, 2.33020
7.24721, -0.992798
7.48412, -11.0802
7.63797, -13.3484
7.79181, -15.7756
7.94620, -13.9192
8.10014, -15.4746
8.25410, -16.9871
8.40830, -16.5905
8.56215, -18.8313
8.71588, -22.0315
8.87016, -21.0956
9.02427, -21.3826
9.17842, -21.3366
9.33256, -21.3949
9.48671, -21.3911
9.64071, -22.5754
9.79483, -22.7680
9.93681, -19.4042
9.95162, -2.52817
